director_name,actor_2_name,gross,genres_x,actor_1_name,movie_title,budget_x,imdb_score,budget_y,genres_y,id,imdb_id,original_language,original_title,revenue
Jim Gillespie,Sarah Michelle Gellar,72219395.0,Horror|Mystery|Thriller,Muse Watson,I Know What You Did Last Summer,17000000.0,5.6,17000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",3597,tt0119345,en,I Know What You Did Last Summer,125586134.0
Luke Greenfield,Damon Wayans Jr.,82389560.0,Comedy,Rob Riggle,Let's Be Cops,17000000.0,6.5,17000000,"[{'id': 35, 'name': 'Comedy'}]",193893,tt1924435,en,Let's Be Cops,136621271.0
Alexander Payne,Patrick Gallagher,71502303.0,Adventure|Comedy|Drama|Romance,Virginia Madsen,Sideways,12000000.0,7.5,16000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9675,tt0375063,en,Sideways,109502303.0
Jay Chandrasekhar,Owain Yeoman,19179969.0,Comedy,Chris Moss,Beerfest,17500000.0,6.3,17500000,"[{'id': 35, 'name': 'Comedy'}]",9988,tt0486551,en,Beerfest,19179969.0
John Carpenter,Donald Pleasence,47000000.0,Horror|Thriller,Jamie Lee Curtis,Halloween,300000.0,7.9,300000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",948,tt0077651,en,Halloween,70000000.0
John Carpenter,Donald Pleasence,47000000.0,Horror|Thriller,Jamie Lee Curtis,Halloween,300000.0,7.9,15000000,"[{'id': 27, 'name': 'Horror'}]",2082,tt0373883,en,Halloween,80253908.0
John Carpenter,Donald Pleasence,47000000.0,Horror|Thriller,Jamie Lee Curtis,Halloween,300000.0,7.9,0,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}]",187993,tt0150814,en,Halloween,0.0
John Carpenter,Donald Pleasence,47000000.0,Horror|Thriller,Jamie Lee Curtis,Halloween,300000.0,7.9,300000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",948,tt0077651,en,Halloween,70000000.0
John Carpenter,Donald Pleasence,47000000.0,Horror|Thriller,Jamie Lee Curtis,Halloween,300000.0,7.9,15000000,"[{'id': 27, 'name': 'Horror'}]",2082,tt0373883,en,Halloween,80253908.0
John Carpenter,Donald Pleasence,47000000.0,Horror|Thriller,Jamie Lee Curtis,Halloween,300000.0,7.9,0,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}]",187993,tt0150814,en,Halloween,0.0
John Carpenter,Donald Pleasence,47000000.0,Horror|Thriller,Jamie Lee Curtis,Halloween,300000.0,7.9,300000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",948,tt0077651,en,Halloween,70000000.0
John Carpenter,Donald Pleasence,47000000.0,Horror|Thriller,Jamie Lee Curtis,Halloween,300000.0,7.9,15000000,"[{'id': 27, 'name': 'Horror'}]",2082,tt0373883,en,Halloween,80253908.0
John Carpenter,Donald Pleasence,47000000.0,Horror|Thriller,Jamie Lee Curtis,Halloween,300000.0,7.9,0,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}]",187993,tt0150814,en,Halloween,0.0
John Hoffman,Molly Shannon,37566230.0,Comedy|Drama|Family|Fantasy|Sci-Fi,Liam Aiken,Good Boy!,17000000.0,5.1,17000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",21765,tt0326900,en,Good Boy!,0.0
Malcolm D. Lee,Sanaa Lathan,70492685.0,Comedy|Drama,Harold Perrineau,The Best Man Holiday,17000000.0,6.7,17000000,"[{'id': 35, 'name': 'Comedy'}]",146304,tt2083355,en,The Best Man Holiday,71625195.0
Joe Carnahan,Common,35635046.0,Action|Crime|Drama|Thriller,Ryan Reynolds,Smokin' Aces,17000000.0,6.7,17000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",7516,tt0475394,en,Smokin' Aces,57103895.0
Michael Lehmann,Vinessa Shaw,37939782.0,Comedy|Romance,Emmanuelle Vaugier,40 Days and 40 Nights,17000000.0,5.6,17000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2752,tt0243736,en,40 Days and 40 Nights,0.0
John Fortenberry,Chris Kattan,30324946.0,Comedy|Music|Romance,Will Ferrell,A Night at the Roxbury,17000000.0,6.2,17000000,"[{'id': 35, 'name': 'Comedy'}]",9429,tt0120770,en,A Night at the Roxbury,30331165.0
Daniel Barnz,Mary-Kate Olsen,27854896.0,Drama|Fantasy|Romance,Alex Pettyfer,Beastly,17000000.0,5.6,17000000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",38117,tt1152398,en,Beastly,43165571.0
Alexandre Aja,Greg Nicotero,41777564.0,Horror,Dan Byrd,The Hills Have Eyes,15000000.0,6.4,230000,"[{'id': 27, 'name': 'Horror'}]",12262,tt0077681,en,The Hills Have Eyes,25000000.0
Alexandre Aja,Greg Nicotero,41777564.0,Horror,Dan Byrd,The Hills Have Eyes,15000000.0,6.4,15000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",9792,tt0454841,en,The Hills Have Eyes,69623713.0
Sam Weisman,Jenna Boyd,22734486.0,Comedy,Kevin Grevioux,Dickie Roberts: Former Child Star,17000000.0,5.6,0,"[{'id': 35, 'name': 'Comedy'}]",13778,tt0325258,en,Dickie Roberts: Former Child Star,0.0
Niki Caro,Valente Rodriguez,44469602.0,Biography|Drama|Sport,Morgan Saylor,"McFarland, USA",17000000.0,7.4,0,"[{'id': 18, 'name': 'Drama'}]",228203,tt2097298,en,"McFarland, USA",45710059.0
Erik White,Loretta Devine,24708699.0,Comedy,Brandon T. Jackson,Lottery Ticket,,4.9,0,"[{'id': 35, 'name': 'Comedy'}]",41382,tt0979434,en,Lottery Ticket,0.0
Chris Robinson,Adam Boyer,21160089.0,Comedy|Crime|Drama|Music|Romance,T.I.,ATL,,6.0,20000000,"[{'id': 18, 'name': 'Drama'}]",13960,tt0466856,en,ATL,21170563.0
Jason Moore,Hana Mae Lee,64998368.0,Comedy|Music|Romance,Anna Kendrick,Pitch Perfect,17000000.0,7.2,17000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",114150,tt1981677,en,Pitch Perfect,115350426.0
Michael Tollin,Brian Dennehy,19693891.0,Comedy|Drama|Romance|Sport,Marc Blucas,Summer Catch,34000000.0,4.9,34000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",26602,tt0234829,en,Summer Catch,19693891.0
Sam Raimi,Bridget Fonda,16311763.0,Crime|Drama|Thriller,Gary Cole,A Simple Plan,17000000.0,7.5,0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",10223,tt0120324,en,A Simple Plan,0.0
Robert Harmon,Ethan Embry,12693621.0,Horror|Mystery|Thriller,Alexander Gould,They,17000000.0,4.8,17000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",16028,tt0283632,en,They,0.0
Trent Cooper,Larry the Cable Guy,15655665.0,Comedy|Romance,Thomas F. Wilson,Larry the Cable Guy: Health Inspector,4000000.0,3.1,0,"[{'id': 35, 'name': 'Comedy'}]",15639,tt0462395,en,Larry the Cable Guy: Health Inspector,0.0
Gary Halvorson,Kevin Clash,11634458.0,Adventure|Comedy|Family|Fantasy|Musical,Vanessa Williams,The Adventures of Elmo in Grouchland,17000000.0,5.8,0,"[{'id': 10751, 'name': 'Family'}]",16112,tt0159421,en,The Adventures of Elmo in Grouchland,0.0
Antoine Fuqua,Lili Taylor,27154426.0,Crime|Drama|Thriller,Don Cheadle,Brooklyn's Finest,17000000.0,6.7,17000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",26390,tt1210042,en,Brooklyn's Finest,29536299.0
Nicholas Ray,David Niven,,Action|Adventure|Drama|History|War,Ava Gardner,55 Days at Peking,9000000.0,6.8,17000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",27759,tt0056800,en,55 Days at Peking,10000000.0
Fede Alvarez,Elizabeth Blackmore,54239856.0,Horror,Lou Taylor Pucci,Evil Dead,17000000.0,6.5,17000000,"[{'id': 27, 'name': 'Horror'}]",109428,tt1288558,en,Evil Dead,97542952.0
Donald Petrie,Harland Williams,8662318.0,Comedy|Romance,Nia Vardalos,My Life in Ruins,17000000.0,5.9,17000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",23049,tt0865559,en,My Life in Ruins,20455276.0
Paul Weitz,Dennis Quaid,7156725.0,Comedy|Music,Judy Greer,American Dreamz,19000000.0,5.5,17000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",9310,tt0465142,en,American Dreamz,7314027.0
Sidney J. Furie,Margot Kidder,15681020.0,Action|Adventure|Family|Sci-Fi,Jim Broadbent,Superman IV: The Quest for Peace,17000000.0,3.6,17000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",11411,tt0094074,en,Superman IV: The Quest for Peace,19300000.0
Ian Iqbal Rashid,Clé Bennett,7070459.0,Drama,DeRay Davis,How She Move,,3.3,0,"[{'id': 18, 'name': 'Drama'}]",16988,tt0770810,en,How She Move,0.0
Wayne Kramer,Chazz Palminteri,6855137.0,Action|Crime|Drama|Thriller,Paul Walker,Running Scared,17000000.0,7.4,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",15698,tt0091875,en,Running Scared,0.0
Wayne Kramer,Chazz Palminteri,6855137.0,Action|Crime|Drama|Thriller,Paul Walker,Running Scared,17000000.0,7.4,0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",259557,tt0081445,en,Running Scared,0.0
Wayne Kramer,Chazz Palminteri,6855137.0,Action|Crime|Drama|Thriller,Paul Walker,Running Scared,17000000.0,7.4,17000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",7304,tt0404390,en,Running Scared,9500000.0
Rowdy Herrington,Jeremy Northam,2694071.0,Biography|Drama|Romance|Sport,Aidan Quinn,Bobby Jones: Stroke of Genius,,6.7,0,"[{'id': 18, 'name': 'Drama'}]",24747,tt0375104,en,Bobby Jones: Stroke of Genius,0.0
Jim Goddard,Paul Freeman,2315683.0,Adventure|Crime|Drama|Romance,Victor Wong,Shanghai Surprise,17000000.0,3.0,17000000,"[{'id': 12, 'name': 'Adventure'}]",58048,tt0091934,en,Shanghai Surprise,0.0
Neil Burger,Eddie Marsan,39825798.0,Drama|Mystery|Romance|Thriller,Rufus Sewell,The Illusionist,16000000.0,7.6,40000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",1491,tt0443543,en,The Illusionist,86915017.0
Neil Burger,Eddie Marsan,39825798.0,Drama|Mystery|Romance|Thriller,Rufus Sewell,The Illusionist,16000000.0,7.6,40000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",1491,tt0443543,en,The Illusionist,86915017.0
Noel Marshall,Melanie Griffith,2000000.0,Adventure|Horror|Thriller,Tippi Hedren,Roar,17000000.0,6.4,17000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",2989,tt0083001,en,Roar,2000000.0
Joel Schumacher,David Murray,1569918.0,Biography|Crime|Drama|Thriller,Brenda Fricker,Veronica Guerin,17000000.0,6.9,17000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",10629,tt0312549,en,Veronica Guerin,1569918.0
Andrea Di Stefano,Brady Corbet,106869.0,Crime|Drama|Romance|Thriller,Josh Hutcherson,Escobar: Paradise Lost,17000000.0,6.6,17000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",255343,tt2515030,en,Escobar: Paradise Lost,3758328.0
Richard Kelly,Curtis Armstrong,273420.0,Comedy|Mystery|Sci-Fi|Thriller,Janeane Garofalo,Southland Tales,17000000.0,5.5,17000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",4723,tt0405336,en,Southland Tales,374743.0
Jack Smight,Jan-Michael Vincent,,Sci-Fi,George Peppard,Damnation Alley,17000000.0,5.2,17000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",25763,tt0075909,en,Damnation Alley,8720000.0
Todd Lincoln,Rick Gomez,4930798.0,Horror|Thriller,Julianna Guill,The Apparition,17000000.0,4.1,17000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",79694,tt1433822,en,The Apparition,9627492.0
Howard Zieff,Jamie Lee Curtis,59847242.0,Comedy|Drama|Family|Romance,Macaulay Culkin,My Girl,16500000.0,6.8,16500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",4032,tt0102492,en,My Girl,0.0
Steven Shainberg,Ty Burrell,220914.0,Biography|Drama|Romance,Robert Downey Jr.,Fur: An Imaginary Portrait of Diane Arbus,16800000.0,6.5,16800000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",18615,tt0422295,en,Fur: An Imaginary Portrait of Diane Arbus,2281089.0
Oliver Stone,Tamara Tunie,43848100.0,Crime|Drama,Hal Holbrook,Wall Street,15000000.0,7.4,15000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",10673,tt0094291,en,Wall Street,43848069.0
Ang Lee,Kate Winslet,42700000.0,Drama|Romance,Alan Rickman,Sense and Sensibility,16500000.0,7.7,16500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",4584,tt0114388,en,Sense and Sensibility,135000000.0
Ang Lee,Kate Winslet,42700000.0,Drama|Romance,Alan Rickman,Sense and Sensibility,16500000.0,7.7,0,"[{'id': 18, 'name': 'Drama'}]",315010,tt0847150,en,Sense and Sensibility,0.0
Ang Lee,Kate Winslet,42700000.0,Drama|Romance,Alan Rickman,Sense and Sensibility,16500000.0,7.7,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",391934,tt0089991,en,Sense and Sensibility,0.0
Ang Lee,Kate Winslet,42700000.0,Drama|Romance,Alan Rickman,Sense and Sensibility,16500000.0,7.7,0,[],243987,tt0254768,en,Sense and Sensibility,0.0
Julian Jarrold,Julie Walters,18663911.0,Biography|Drama|Romance,Anne Hathaway,Becoming Jane,16500000.0,7.1,16500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2977,tt0416508,en,Becoming Jane,37311672.0
Joe Nussbaum,Matt Long,11702090.0,Comedy|Romance,Danny Strong,Sydney White,16500000.0,6.3,16500000,"[{'id': 35, 'name': 'Comedy'}]",10760,tt0815244,en,Sydney White,13620075.0
Vadim Perelman,Kim Dickens,13005485.0,Drama,Frances Fisher,House of Sand and Fog,15000000.0,7.6,16500000,"[{'id': 18, 'name': 'Drama'}]",11093,tt0315983,en,House of Sand and Fog,16942795.0
Peter Weir,Josh Charles,95860116.0,Comedy|Drama,Robin Williams,Dead Poets Society,16400000.0,8.0,16400000,"[{'id': 18, 'name': 'Drama'}]",207,tt0097165,en,Dead Poets Society,235860116.0
Rob Reiner,Gretchen Palmer,92823600.0,Comedy|Drama|Romance,Bruno Kirby,When Harry Met Sally...,16000000.0,7.6,16000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",639,tt0098635,en,When Harry Met Sally...,92823546.0
Sidney Lumet,James Mason,54000000.0,Drama,Charlotte Rampling,The Verdict,16000000.0,7.8,16000000,"[{'id': 18, 'name': 'Drama'}]",24226,tt0084855,en,The Verdict,53977250.0
Sidney Lumet,James Mason,54000000.0,Drama,Charlotte Rampling,The Verdict,16000000.0,7.8,0,"[{'id': 18, 'name': 'Drama'}]",35123,tt0039080,en,The Verdict,0.0
Todd Phillips,Rachel Blanchard,68525609.0,Comedy,Ethan Suplee,Road Trip,15600000.0,6.5,16000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",9285,tt0215129,en,Road Trip,119754278.0
Brian Robbins,Ron Lester,52885587.0,Comedy|Drama|Romance|Sport,Paul Walker,Varsity Blues,16000000.0,6.4,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",14709,tt0139699,en,Varsity Blues,0.0
Michel Hazanavicius,Ed Lauter,44667095.0,Comedy|Drama|Romance,Bérénice Bejo,The Artist,15000000.0,8.0,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",74643,tt1655442,en,The Artist,133432856.0
David S. Goyer,Atticus Shaffer,42638165.0,Drama|Fantasy|Horror|Mystery|Thriller,Gary Oldman,The Unborn,16000000.0,4.8,16000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",13788,tt1139668,en,The Unborn,76514050.0
David S. Goyer,Atticus Shaffer,42638165.0,Drama|Fantasy|Horror|Mystery|Thriller,Gary Oldman,The Unborn,16000000.0,4.8,16000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",13788,tt1139668,en,The Unborn,76514050.0
Wes Anderson,Bill Murray,45507053.0,Adventure|Comedy|Drama|Romance,Bruce Willis,Moonrise Kingdom,16000000.0,7.8,16000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",83666,tt1748122,en,Moonrise Kingdom,68263166.0
Jonathan Liebesman,Jordana Brewster,39511038.0,Horror,Matt Bomer,The Texas Chainsaw Massacre: The Beginning,16000000.0,5.9,16000000,"[{'id': 27, 'name': 'Horror'}]",10781,tt0420294,en,The Texas Chainsaw Massacre: The Beginning,0.0
Cyrus Nowrasteh,Vincent Walsh,6462576.0,Drama,Clive Russell,The Young Messiah,18500000.0,5.4,18500000,"[{'id': 18, 'name': 'Drama'}]",318850,tt1002563,en,The Young Messiah,6490401.0
Perry Andelin Blake,Kenan Thompson,40363530.0,Comedy|Family,Jennifer Esposito,The Master of Disguise,16000000.0,3.3,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",13908,tt0295427,en,The Master of Disguise,0.0
,Jessika Van,,Drama|Fantasy|Mystery|Thriller,Joel Courtney,The Messengers,,6.6,16000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",9966,tt0425430,en,The Messengers,1109660.0
John Whitesell,Angus T. Jones,33357476.0,Action|Comedy|Crime|Family,Leslie Bibb,See Spot Run,35000000.0,5.4,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",39180,tt0250720,en,See Spot Run,0.0
John Singleton,Snoop Dogg,28734552.0,Crime|Drama|Romance|Thriller,Mo'Nique,Baby Boy,16000000.0,6.4,16000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",16161,tt0255819,en,Baby Boy,29381649.0
Christian E. Christiansen,Danneel Ackles,37300107.0,Drama|Horror|Thriller,Leighton Meester,The Roommate,16000000.0,4.8,16000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",49950,tt1265990,en,The Roommate,40492759.0
Dennie Gordon,Erik Per Sullivan,27087695.0,Adventure|Comedy|Drama,Brittany Daniel,Joe Dirt,17700000.0,5.9,17700000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",10956,tt0245686,en,Joe Dirt,30987695.0
Sheldon Lettich,Alonna Shaw,30102717.0,Action|Crime,Bolo Yeung,Double Impact,15000000.0,5.5,15000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",9594,tt0101764,en,Double Impact,30102717.0
Edgar Wright,Joe Cornish,23618786.0,Action|Comedy|Mystery,Bill Bailey,Hot Fuzz,8000000.0,7.9,12000000,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",4638,tt0425112,en,Hot Fuzz,80573774.0
Diane English,Debi Mazar,26896744.0,Comedy|Drama,Jada Pinkett Smith,The Women,16500000.0,4.9,1688000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",22490,tt0032143,en,The Women,2270000.0
Diane English,Debi Mazar,26896744.0,Comedy|Drama,Jada Pinkett Smith,The Women,16500000.0,4.9,16000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",13972,tt0430770,en,The Women,50007546.0
Woody Allen,Kevin Dunn,23213577.0,Drama|Romance,Scarlett Johansson,Vicky Cristina Barcelona,15500000.0,7.2,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5038,tt0497465,en,Vicky Cristina Barcelona,96408652.0
Robert Iscove,Amanda Detmer,20627372.0,Comedy|Drama|Romance,Alyson Hannigan,Boys and Girls,16000000.0,5.3,16000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",10571,tt0204175,en,Boys and Girls,20627372.0
Peter Kosminsky,Cole Hauser,16346122.0,Drama,Patrick Fugit,White Oleander,16000000.0,7.2,0,"[{'id': 18, 'name': 'Drama'}]",10994,tt0283139,en,White Oleander,0.0
Karyn Kusama,Amy Sedaris,16204793.0,Comedy|Fantasy|Horror,J.K. Simmons,Jennifer's Body,16000000.0,5.1,16000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",19994,tt1131734,en,Jennifer's Body,31556061.0
Nick Gomez,Jamie Lee Curtis,15427192.0,Comedy|Crime|Mystery,Will Ferrell,Drowning Mona,16000000.0,5.6,16000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",25166,tt0186045,en,Drowning Mona,15427192.0
Woody Allen,Don Pardo,14792779.0,Comedy,Mike Starr,Radio Days,16000000.0,7.6,16000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",30890,tt0093818,en,Radio Days,0.0
Allen Coulter,Lena Olin,19057024.0,Drama|Romance,Robert Pattinson,Remember Me,16000000.0,7.2,16000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",23169,tt1403981,en,Remember Me,56032889.0
Clare Kilner,Alexandra Holden,14108518.0,Comedy|Drama|Romance,Dylan Baker,How to Deal,16000000.0,5.7,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",17403,tt0319524,en,How to Deal,0.0
Jonathan Demme,Tom Hanks,77324422.0,Drama,Denzel Washington,Philadelphia,26000000.0,7.7,26000000,"[{'id': 18, 'name': 'Drama'}]",9800,tt0107818,en,Philadelphia,206678440.0
Josef Rusnak,Craig Bierko,15500000.0,Mystery|Sci-Fi|Thriller,Gretchen Mol,The Thirteenth Floor,16000000.0,7.0,16000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",1090,tt0139809,en,The Thirteenth Floor,18564088.0
Lance Rivera,Vincent Pastore,11540112.0,Comedy,Farrah Fawcett,The Cookout,,3.6,16000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",18475,tt0380277,en,The Cookout,12.0
Ronald Neame,Karl Malden,,Action|Drama|Sci-Fi|Thriller,Martin Landau,Meteor,16000000.0,4.9,0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",40160,tt0079550,en,Meteor,0.0
Ronald Neame,Karl Malden,,Action|Drama|Sci-Fi|Thriller,Martin Landau,Meteor,16000000.0,4.9,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",65990,tt1260995,es,Meteor,0.0
Bruce Paltrow,Marian Seldes,4734235.0,Comedy|Drama|Music,Lochlyn Munro,Duets,15000000.0,6.0,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",18074,tt0134630,en,Duets,0.0
Woody Allen,Debra Messing,4839383.0,Comedy|Romance,Woody Allen,Hollywood Ending,16000000.0,6.6,16000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",9689,tt0278823,en,Hollywood Ending,0.0
Adam Rifkin,Lin Shaye,4193025.0,Comedy|Music,Natasha Lyonne,Detroit Rock City,15000000.0,6.8,6500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",9781,tt0165710,en,Detroit Rock City,4217115.0
