director_name,actor_2_name,gross,genres,actor_1_name,movie_title,budget,imdb_score
Ed Decter,Eddie Griffin,28972187.0,Comedy,Zooey Deschanel,The New Guy ,13000000.0,5.9
Gene Quintano,Lin Shaye,27979400.0,Action|Comedy|Crime,Jon Lovitz,Loaded Weapon 1 ,8200000.0,6.1
Jaume Collet-Serra,Brett Cullen,54257433.0,Drama|Horror|Thriller,Óscar Jaenada,The Shallows ,17000000.0,6.8
Eric Bress,Eric Stoltz,23947.0,Sci-Fi|Thriller,Logan Lerman,The Butterfly Effect ,13000000.0,7.7
Chris Koch,Mark Webber,60008303.0,Adventure|Comedy|Family,Chris Elliott,Snow Day ,13000000.0,4.9
Preston A. Whitmore II,Chris Brown,49121934.0,Comedy|Drama|Romance,Mekhi Phifer,This Christmas ,13000000.0,6.1
Bob Clark,Dom DeLuise,27141959.0,Comedy|Crime|Family|Sci-Fi,Kathleen Turner,Baby Geniuses ,18000000.0,2.5
Kirk Wong,Elliott Gould,27052167.0,Action|Comedy|Crime|Thriller,Bokeem Woodbine,The Big Hit ,13000000.0,6.1
Bronwen Hughes,Eartha Kitt,26539321.0,Comedy|Drama|Family,Gregory Smith,Harriet the Spy ,13000000.0,5.9
John Lafia,Beth Grant,28501605.0,Fantasy|Horror,Jenny Agutter,Child's Play 2 ,13000000.0,5.7
Sam Miller,Kate del Castillo,52543632.0,Crime|Thriller,Leslie Bibb,No Good Deed ,13200000.0,5.6
Frank Darabont,Alexa Davalos,25592632.0,Horror,Toby Jones,The Mist ,18000000.0,7.2
Alex Garland,Sonoya Mizuno,25440971.0,Drama|Mystery|Sci-Fi|Thriller,Elina Alminas,Ex Machina ,15000000.0,7.7
Spike Jonze,Orson Bean,22858926.0,Comedy|Drama|Fantasy,Willie Garson,Being John Malkovich ,13000000.0,7.8
Mark Brown,Vivica A. Fox,22235901.0,Comedy|Romance,Mo'Nique,Two Can Play That Game ,6000000.0,6.1
Dave Green,Ella Wahlestedt,38916903.0,Adventure|Family|Sci-Fi,Teo Halm,Earth to Echo ,13000000.0,5.8
John Stockwell,Jay Hernandez,16929123.0,Drama|Romance,Kirsten Dunst,Crazy/Beautiful ,14000000.0,6.5
Clint Eastwood,Kazunari Ninomiya,13753931.0,Drama|History|War,Yuki Matsuzaki,Letters from Iwo Jima ,19000000.0,7.9
Michael Polish,Virginia Madsen,10996440.0,Adventure|Drama|Sci-Fi,J.K. Simmons,The Astronaut Farmer ,13000000.0,6.3
Daisy von Scherler Mayer,Jada Pinkett Smith,8026971.0,Comedy|Romance,LL Cool J,Woo ,13000000.0,3.8
Lenny Abrahamson,Jacob Tremblay,14677654.0,Drama,Joan Allen,Room ,13000000.0,8.3
Bob Saget,Jack Warden,9975684.0,Comedy,Don Rickles,Dirty Work ,13000000.0,6.4
John Waters,Sam Waterston,7881335.0,Comedy|Crime|Thriller,Kathleen Turner,Serial Mom ,13000000.0,6.7
Andrew Fleming,Will Ferrell,6241697.0,Comedy,Ryan Reynolds,Dick ,13000000.0,6.1
Niels Arden Oplev,David Dencik,,Action|Crime|Mystery|Thriller,Michael Nyqvist,Del 1 - Män som hatar kvinnor             ,,8.1
Craig Bolotin,Vanessa Williams,5871603.0,Drama|Thriller,Rosario Dawson,Light It Up ,13000000.0,6.0
Mark Christopher,Ellen Albertini Dow,16574731.0,Drama|Music,Salma Hayek,54 ,13000000.0,5.8
Blair Hayes,Geoffrey Arend,5002310.0,Adventure|Comedy|Romance|Sci-Fi,Jake Gyllenhaal,Bubble Boy ,13000000.0,5.6
Jez Butterworth,Mathieu Kassovitz,4919896.0,Comedy|Crime|Thriller,Mark Gatiss,Birthday Girl ,13000000.0,6.1
Jon Lucas,Josie Loren,25675765.0,Comedy,Justin Chon,21 & Over ,13000000.0,5.9
Olivier Assayas,Miranda Richardson,4857376.0,Comedy|Drama|Romance,Steve Buscemi,"Paris, je t'aime ",13000000.0,7.3
Rod Lurie,Kathryn Morris,3169424.0,Drama|Sport,Harry Lennix,Resurrecting the Champ ,13000000.0,6.8
Paul Weitz,Sarita Choudhury,18004225.0,Comedy|Drama|Romance,Tina Fey,Admission ,13000000.0,5.7
Patrice Leconte,Daniel Auteuil,3058380.0,Drama|Romance,Emir Kusturica,The Widow of Saint-Pierre ,100000000.0,7.3
Atom Egoyan,Meghan Heffern,3074838.0,Drama|Mystery|Romance|Thriller,Liam Neeson,Chloe ,11000000.0,6.3
Paul Mazursky,Ryan O'Neal,2104000.0,Comedy|Crime|Drama,Chazz Palminteri,Faithful ,13000000.0,5.9
Jim Sheridan,Jake Gyllenhaal,28501651.0,Drama|Thriller,Natalie Portman,Brothers ,26000000.0,7.1
Sidney Lumet,Vin Diesel,1172769.0,Biography|Comedy|Crime|Drama,Peter Dinklage,Find Me Guilty ,13000000.0,7.1
Stephen Chbosky,Ezra Miller,17738570.0,Drama|Romance,Logan Lerman,The Perks of Being a Wallflower ,13000000.0,8.0
Jon Hess,Ian Gomez,1200000.0,Action,Burt Young,Excessive Force ,3000000.0,5.1
Douglas McGrath,Isabella Rossellini,1150403.0,Biography|Crime|Drama,Toby Jones,Infamous ,13000000.0,7.1
Michael Winterbottom,Sarah Polley,403932.0,Drama|Romance|Western,Milla Jovovich,The Claim ,20000000.0,6.5
Mark Neveldine,Alison Lohman,1712111.0,Horror|Thriller,Djimon Hounsou,The Vatican Tapes ,8495000.0,4.5
Joe Cornish,Luke Treadaway,1024175.0,Action|Comedy|Sci-Fi|Thriller,John Boyega,Attack the Block ,13000000.0,6.6
Angelina Jolie Pitt,Nikola Djuricko,301305.0,Drama|Romance|War,Jelena Jovanova,In the Land of Blood and Honey ,13000000.0,4.3
Brad Anderson,Tara Platt,51872378.0,Crime|Thriller,Michael Imperioli,The Call ,13000000.0,6.7
John H. Lee,Dean Dawson,31662.0,Action|Drama|History|War,Liam Neeson,Operation Chromite ,12620000.0,6.8
John Stainton,Aden Young,28399192.0,Action|Adventure|Comedy|Family,Steve Irwin,The Crocodile Hunter: Collision Course ,13000000.0,5.4
Glenn Ficarra,Louis Herthum,2035566.0,Biography|Comedy|Crime|Drama|Romance,Dameon Clarke,I Love You Phillip Morris ,13000000.0,6.6
Jean-Jacques Annaud,Everett McGill,,Adventure|Drama|History,Rae Dawn Chong,Quest for Fire ,12500000.0,7.4
Denzel Washington,Kevin Connolly,21078145.0,Biography|Drama,Denzel Washington,Antwone Fisher ,12500000.0,7.3
Michael Hoffman,Embeth Davidtz,14060950.0,Drama,Gabriel Millman,The Emperor's Club ,12500000.0,6.9
Tony Scott,Gary Oldman,12281500.0,Action|Crime|Drama|Romance|Thriller,Brad Pitt,True Romance ,13000000.0,8.0
Benedek Fliegauf,Matt Smith,,Drama|Romance|Sci-Fi,Eva Green,Womb ,3660000.0,6.4
James Foley,Al Pacino,10725228.0,Crime|Drama|Mystery,Kevin Spacey,Glengarry Glen Ross ,12500000.0,7.8
Michael Winterbottom,Ned Beatty,214966.0,Crime|Drama|Thriller,Liam Aiken,The Killer Inside Me ,13000000.0,6.1
Paul Schrader,Ruby Dee,,Fantasy|Horror|Thriller,Ed Begley Jr.,Cat People ,18000000.0,6.1
Stewart Hendler,Margo Harshman,11956207.0,Horror|Mystery,Julian Morris,Sorority Row ,16000000.0,5.1
John Cromwell,Mary Astor,,Adventure|Drama|Romance,David Niven,The Prisoner of Zenda ,,7.8
Craig Gillespie,Kelli Garner,5949693.0,Comedy|Drama|Romance,Ryan Gosling,Lars and the Real Girl ,12000000.0,7.4
Mark Herman,Sheila Hancock,9030581.0,Drama|War,Richard Johnson,The Boy in the Striped Pajamas ,12500000.0,7.8
Lars von Trier,Udo Kier,4157491.0,Crime|Drama|Musical,Catherine Deneuve,Dancer in the Dark ,12800000.0,8.0
Gillian Armstrong,Richard Roxburgh,1508689.0,Drama|Romance,Tom Wilkinson,Oscar and Lucinda ,16000000.0,6.7
Abel Ferrara,Vincent Gallo,1227324.0,Crime|Drama,Isabella Rossellini,The Funeral ,12500000.0,6.6
Brian Koppelman,David Costabile,4360548.0,Comedy|Drama|Romance,Jenna Fischer,Solitary Man ,15000000.0,6.4
Ethan Maniquis,Don Johnson,26589953.0,Action|Crime|Thriller,Robert De Niro,Machete ,10500000.0,6.7
George Hickenlooper,Eric Schweig,1039869.0,Biography|Comedy|Crime|Drama,Kevin Spacey,Casino Jack ,15000000.0,6.2
Don Bluth,Gabriel Damon,48092846.0,Adventure|Animation|Family,Judith Barsi,The Land Before Time ,12500000.0,7.3
Je-kyu Kang,Bin Won,1110186.0,Action|Drama|War,Min-sik Choi,Tae Guk Gi: The Brotherhood of War ,12800000.0,8.1
William Dear,Cheech Marin,1089445.0,Comedy|Drama|Family|Sport,Clifton Collins Jr.,The Perfect Game ,12500000.0,7.0
William Friedkin,Linda Blair,204565000.0,Horror,Ellen Burstyn,The Exorcist ,8000000.0,8.0
Steven Spielberg,Robert Shaw,260000000.0,Adventure|Drama|Thriller,Roy Scheider,Jaws ,8000000.0,8.0
Paul Weitz,Shannon Elizabeth,101736215.0,Comedy,Alyson Hannigan,American Pie ,11000000.0,7.0
Stéphane Aubier,Megan Mullally,71442.0,Animation|Comedy|Crime|Drama|Family,Mackenzie Foy,Ernest & Celestine ,9600000.0,7.9
Michael Ritchie,Randall 'Tex' Cobb,79817937.0,Action|Adventure|Comedy|Fantasy|Mystery,Victor Wong,The Golden Child ,25000000.0,5.9
Tim Story,Romany Malco,91547205.0,Comedy|Romance,Chris Brown,Think Like a Man ,12000000.0,6.6
Tim Story,Jason George,75074950.0,Comedy|Drama,Sean Patrick Thomas,Barbershop ,12000000.0,6.3
Nicholas Meyer,Kirstie Alley,78900000.0,Action|Adventure|Sci-Fi,Leonard Nimoy,Star Trek II: The Wrath of Khan ,11000000.0,7.7
Tom Shadyac,Udo Kier,72217000.0,Comedy,Sean Young,Ace Ventura: Pet Detective ,12000000.0,6.9
John Badham,Barry Corbin,79568000.0,Sci-Fi|Thriller,Matthew Broderick,WarGames ,12000000.0,7.1
Peter Weir,Viggo Mortensen,65500000.0,Crime|Drama|Romance|Thriller,Harrison Ford,Witness ,12000000.0,7.4
Mike McCoy,Jason Cottle,70011073.0,Action|Adventure|Drama|Thriller|War,Alex Veadov,Act of Valor ,12000000.0,6.5
Anne Fletcher,Alyson Stoner,65269010.0,Crime|Drama|Music|Romance,Channing Tatum,Step Up ,12000000.0,6.5
Mike Judge,Demi Moore,63071133.0,Adventure|Animation|Comedy|Crime,Bruce Willis,Beavis and Butt-Head Do America ,12000000.0,6.8
Quentin Tarantino,Sid Haig,39647595.0,Crime|Thriller,Robert De Niro,Jackie Brown ,12000000.0,7.5
Jon Hurwitz,Eric Winter,38087366.0,Adventure|Comedy,Danneel Ackles,Harold & Kumar Escape from Guantanamo Bay ,12000000.0,6.6
Josh Trank,Alex Russell,64572496.0,Drama|Sci-Fi|Thriller,Michael Kelly,Chronicle ,12000000.0,7.1
Barbra Streisand,Amy Irving,30400000.0,Drama|Musical|Romance,Miriam Margolyes,Yentl ,12000000.0,6.6
Terry Gilliam,Michael Palin,42365600.0,Adventure|Comedy|Fantasy|Sci-Fi,Shelley Duvall,Time Bandits ,5000000.0,7.0
Tamra Davis,Katherine Boecher,37188667.0,Comedy|Drama,Britney Spears,Crossroads ,12000000.0,3.3
Nima Nourizadeh,Kirby Bliss Blanton,54724272.0,Comedy|Crime,Dax Flame,Project X ,12000000.0,6.7
Franklin J. Schaffner,Karl Malden,,Biography|Drama|War,George C. Scott,Patton ,12000000.0,8.0
Mark Romanek,Gary Cole,31597131.0,Drama|Thriller,Robin Williams,One Hour Photo ,12000000.0,6.8
John Erick Dowdle,Jay Hernandez,31691811.0,Horror|Sci-Fi|Thriller,Andrew Fiscella,Quarantine ,12000000.0,6.0
David Moreau,Alessandro Nivola,31397498.0,Horror|Mystery,Chloë Grace Moretz,The Eye ,12000000.0,5.4
Christopher Erskin,Shannon Elizabeth,31179516.0,Comedy,Vanessa Williams,Johnson Family Vacation ,12000000.0,4.3
Jesse Dylan,Fred Willard,31155435.0,Comedy|Fantasy,Hector Elizondo,How High ,12000000.0,6.2
Brian Henson,Jerry Nelson,27281507.0,Comedy|Drama|Family|Fantasy|Musical,Steven Mackintosh,The Muppet Christmas Carol ,12000000.0,7.7
Martin Campbell,Tobias Menzies,167007184.0,Action|Adventure|Thriller,Eva Green,Casino Royale ,150000000.0,8.0
Julie Taymor,Roger Rees,25776062.0,Biography|Drama|Romance,Salma Hayek,Frida ,12000000.0,7.4
Dan Cutforth,Ashley Ashida Dixon,25240988.0,Documentary|Music,Lexie Contursi,Katy Perry: Part of Me ,12000000.0,5.9
Josh Boone,Sam Trammell,124868837.0,Drama|Romance,Shailene Woodley,The Fault in Our Stars ,12000000.0,7.8
John Dahl,Martin Landau,22905674.0,Crime|Drama,Matt Damon,Rounders ,12000000.0,7.4
Chris Rock,Romany Malco,25277561.0,Comedy|Romance,Rosario Dawson,Top Five ,12000000.0,6.5
John Frankenheimer,Richard Dysart,,Horror|Sci-Fi,Talia Shire,Prophecy ,12000000.0,5.4
David Koepp,Kathryn Erbe,21133087.0,Horror|Mystery|Thriller,Illeana Douglas,Stir of Echoes ,12000000.0,7.0
,Kelvin Taylor,,Action|Adventure|Biography|Drama|History,Peter Mensah,Spartacus: War of the Damned             ,,8.6
Stephen Frears,Mare Winningham,37707719.0,Biography|Drama,Steve Coogan,Philomena ,12000000.0,7.6
Mike Binder,Erika Christensen,18761993.0,Comedy|Drama,Alicia Witt,The Upside of Anger ,9000000.0,6.9
Franklin J. Schaffner,Anne Meara,,Drama|Thriller,Laurence Olivier,The Boys from Brazil ,12000000.0,7.0
Elizabeth Allen Rosenbaum,Joanna 'JoJo' Levesque,18595716.0,Comedy|Family|Fantasy|Romance,Tammin Sursok,Aquamarine ,12000000.0,5.3
Jake Schreier,Cara Delevingne,31990064.0,Drama|Mystery|Romance,Nat Wolff,Paper Towns ,12000000.0,6.4
Cheryl Dunye,Marsha Thomason,17321573.0,Comedy,Michael Imperioli,My Baby's Daddy ,,4.5
Alexander Payne,Bruce Dern,17613460.0,Adventure|Comedy|Drama,Devin Ratray,Nebraska ,12000000.0,7.8
Ernest R. Dickerson,Jada Pinkett Smith,21088568.0,Action|Fantasy|Horror|Thriller,CCH Pounder,Tales from the Crypt: Demon Knight ,13000000.0,6.7
Tim Hill,Amber Valletta,17292381.0,Comedy|Crime|Family,Noel Fisher,Max Keeble's Big Move ,12000000.0,5.3
Jason Reitman,Patton Oswalt,16300302.0,Comedy|Drama,Charlize Theron,Young Adult ,12000000.0,6.3
Mark Neveldine,Edi Gathegi,27829874.0,Action|Crime|Thriller,Jason Statham,Crank ,12000000.0,7.0
Lionel C. Martin,Gilbert Gottfried,13960203.0,Comedy,Bernie Mac,How to Be a Player ,,5.3
Richard LaGravenese,Eddie Cibrian,12902790.0,Comedy|Drama|Romance,Holly Hunter,Living Out Loud ,12000000.0,6.6
Sanaa Hamri,Laz Alonso,21520719.0,Comedy|Romance|Sport,Common,Just Wright ,,5.8
Jonathan Demme,Rosemarie DeWitt,12796277.0,Drama|Romance,Anne Hathaway,Rachel Getting Married ,,6.7
Bob Rafelson,Michael Lerner,,Crime|Drama|Romance|Thriller,Anjelica Huston,The Postman Always Rings Twice ,12000000.0,6.6
Peter Webber,Colin Firth,11634362.0,Biography|Drama|Romance,Scarlett Johansson,Girl with a Pearl Earring ,,7.0
Wolfgang Petersen,Martin Semmelrogge,11433134.0,Adventure|Drama|Thriller|War,Jürgen Prochnow,Das Boot ,14000000.0,8.4
John Lee Hancock,Marc Blucas,22406362.0,Drama|History|War|Western,Dennis Quaid,The Alamo ,107000000.0,6.0
Wallace Wolodarsky,Barry Watson,10198766.0,Comedy,Heather Matarazzo,Sorority Boys ,12000000.0,5.4
Richard Curtis,Tom Hollander,15294553.0,Drama|Fantasy|Romance,Tom Hughes,About Time ,12000000.0,7.8
Yimou Zhang,Andy Lau,11041228.0,Action|Adventure|Drama|Romance,Takeshi Kaneshiro,House of Flying Daggers ,100000000.0,7.6
Nicholas Jarecki,Curtiss Cook,7918283.0,Drama|Thriller,Nate Parker,Arbitrage ,12000000.0,6.6
Dean Israelite,Jonny Weston,22331028.0,Sci-Fi|Thriller,Gary Weeks,Project Almanac ,12000000.0,6.4
Darnell Martin,Veronika Dash,8134217.0,Biography|Drama|Music,Cedric the Entertainer,Cadillac Records ,12000000.0,7.0
Scott Alexander,Dave Chappelle,6982680.0,Comedy|Crime,Sarah Silverman,Screwed ,10000000.0,5.7
Stuart Gordon,Kurtwood Smith,6739141.0,Action|Crime|Sci-Fi|Thriller,Christopher Lambert,Fortress ,8000000.0,5.9
Christopher Guest,Catherine O'Hara,5542025.0,Comedy,John Michael Higgins,For Your Consideration ,12000000.0,6.3
Woody Allen,Aleksa Palladino,5032496.0,Comedy|Drama,Melanie Griffith,Celebrity ,12000000.0,6.3
Ryan Murphy,Joseph Cross,6754898.0,Comedy|Drama,Jill Clayburgh,Running with Scissors ,12000000.0,6.2
Robert Iscove,Kelly Clarkson,4922166.0,Comedy|Musical|Romance,Anika Noni Rose,From Justin to Kelly ,12000000.0,2.1
Spike Lee,Debi Mazar,4903000.0,Comedy|Drama,Michael Imperioli,Girl 6 ,12000000.0,5.0
Jane Campion,Nick Damici,4717455.0,Mystery|Thriller,Jennifer Jason Leigh,In the Cut ,12000000.0,5.3
James Gray,Vinessa Shaw,3148482.0,Drama|Romance,Isabella Rossellini,Two Lovers ,12000000.0,7.1
Fred Schepisi,Ray Winstone,2326407.0,Drama,Bob Hoskins,Last Orders ,12000000.0,7.0
Joon-ho Bong,Kang-ho Song,2201412.0,Comedy|Drama|Horror|Sci-Fi,Doona Bae,The Host ,12215500000.0,7.0
Roger Spottiswoode,Treat Williams,,Adventure|Crime|Thriller,Robert Duvall,The Pursuit of D.B. Cooper ,12000000.0,5.7
Antonia Bird,Jeffrey Jones,2060953.0,Fantasy|Horror|Thriller,Jeremy Davies,Ravenous ,12000000.0,7.1
Jon Poll,Megan Park,3950294.0,Comedy|Drama|Romance,Robert Downey Jr.,Charlie Bartlett ,12000000.0,7.0
Paolo Sorrentino,Sabrina Ferilli,2835886.0,Drama,Toni Servillo,The Great Beauty ,9200000.0,7.7
Peter Care,Michael Harding,1779284.0,Comedy|Drama,Kieran Culkin,The Dangerous Lives of Altar Boys ,12000000.0,7.1
Chan-wook Park,Alden Ehrenreich,1702277.0,Drama|Thriller,Mia Wasikowska,Stoker ,12000000.0,6.8
Kar-Wai Wong,Tony Chiu Wai Leung,261481.0,Drama|Romance|Sci-Fi,Li Gong,2046 ,12000000.0,7.5
Ira Sachs,Erin Boyes,1506998.0,Crime|Drama|Romance,David Richmond-Peck,Married Life ,12000000.0,6.3
Carroll Ballard,Hope Davis,860002.0,Adventure|Drama|Family,Eamonn Walker,Duma ,12000000.0,7.3
Neil Jordan,Stephen Rea,548934.0,Drama|Mystery|Romance,Tony Curran,Ondine ,12000000.0,6.8
Takeshi Kitano,Tatyana Ali,447750.0,Crime|Drama|Thriller,Omar Epps,Brother ,10000000.0,7.2
Anthony Russo,Isaiah Washington,333976.0,Comedy|Crime,Michael Jeter,Welcome to Collinwood ,12000000.0,6.4
Sidney Lumet,Anne Bancroft,141853.0,Comedy|Drama,Kyra Sedgwick,Critical Care ,12000000.0,6.0
Vadim Perelman,Lynn Cohen,303439.0,Drama|Mystery|Thriller,Eva Amurri Martino,The Life Before Her Eyes ,8000000.0,6.4
Lawrence Kasdan,Mark Duplass,793352.0,Comedy|Drama|Romance,Dianne Wiest,Darling Companion ,,5.1
Marco Kreuzpaintner,Kate del Castillo,214202.0,Crime|Drama|Thriller,Zack Ward,Trade ,12000000.0,7.5
Lajos Koltai,Péter Fancsikai,195888.0,Drama|Romance|War,Marcell Nagy,Fateless ,2500000000.0,7.1
Alan Rudolph,Albert Finney,175370.0,Comedy,Bruce Willis,Breakfast of Champions ,12000000.0,4.6
Yimou Zhang,Ni Yan,190666.0,Comedy|Drama,Honglei Sun,"A Woman, a Gun and a Noodle Shop ",,5.7
Vincenzo Natali,Jeremy Northam,,Mystery|Romance|Sci-Fi|Thriller,David Hewlett,Cypher ,7500000.0,6.8
Chuan Lu,Yuanyuan Gao,119922.0,Drama|History|War,Ye Liu,City of Life and Death ,12000000.0,7.7
Tim Johnson,Matt Jones,177343675.0,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Jim Parsons,Home ,135000000.0,6.7
Lijun Sun,Tom Arnold,,Action|Adventure|Animation|Comedy|Family,Jon Heder,Legend of Kung Fu Rabbit ,,3.2
Takashi Yamazaki,Meisa Kuroki,,Action|Adventure|Drama|Sci-Fi,Takuya Kimura,Space Battleship Yamato ,12000000.0,6.1
Renny Harlin,Kenneth Cranham,17149.0,Action|Drama|War,Richard Coyle,5 Days of War ,20000000.0,5.6
Christopher Smith,Michael Dorman,,Fantasy|Mystery|Thriller,Rachael Carpani,Triangle ,12000000.0,6.9
Timothy Hines,Kelly LeBrock,14616.0,Drama,Christopher Lambert,10 Days in a Madhouse ,12000000.0,7.5
Randall Wallace,Connor Corum,91443253.0,Biography|Drama,Jacob Vargas,Heaven Is for Real ,12000000.0,5.8
Guy Ritchie,Brad Pitt,30093107.0,Comedy|Crime,Jason Statham,Snatch ,6000000.0,8.3
David Winters,Matt Marr,,Family|Musical,Gary Daniels,Dancin' It's On ,12000000.0,2.8
Mary Lambert,Fred Gwynne,57469179.0,Fantasy|Horror,Miko Hughes,Pet Sematary ,11500000.0,6.6
Akira Kurosawa,Tetsu Watanabe,48856.0,Drama,Tatsuo Matsumura,Madadayo ,11900000.0,7.5
Jamie Thraves,Caroline Dhavernas,,Drama|Thriller,Paddy Considine,The Cry of the Owl ,11500000.0,6.0
Mabel Cheung,Ching Wan Lau,,Drama,Wei Tang,A Tale of Three Cities ,12000000.0,6.2
Joe Dante,Harry Carey Jr.,148170000.0,Comedy|Fantasy|Horror,Phoebe Cates,Gremlins ,11000000.0,7.2
George Lucas,Peter Cushing,460935665.0,Action|Adventure|Fantasy|Sci-Fi,Harrison Ford,Star Wars: Episode IV - A New Hope ,11000000.0,8.7
Dan Mazer,Zoey Deutch,35537564.0,Comedy,Robert De Niro,Dirty Grandpa ,11500000.0,6.0
David Lean,Klaus Kinski,111722000.0,Drama|Romance|War,Julie Christie,Doctor Zhivago ,11000000.0,8.0
Stephen Daldry,Selton Mello,10230.0,Adventure|Crime|Drama|Mystery|Thriller,Wagner Moura,Trash ,,7.2
Kenny Ortega,Matt Prokop,90556401.0,Comedy|Drama|Family|Music|Musical|Romance,Lucas Grabeel,High School Musical 3: Senior Year ,11000000.0,4.5
David O. Russell,Jack McGee,93571803.0,Biography|Drama|Sport,Christian Bale,The Fighter ,25000000.0,7.9
Jeff Tremaine,Steve-O,72755517.0,Action|Comedy|Documentary,Bam Margera,Jackass Number Two ,,7.1
Jonathan Lynn,Bruce McGill,52929168.0,Comedy|Crime,Fred Gwynne,My Cousin Vinny ,11000000.0,7.5
R.J. Cutler,Mireille Enos,50461335.0,Drama|Fantasy|Music|Romance,Chloë Grace Moretz,If I Stay ,11000000.0,6.8
Brian Trenchard-Smith,Damien Garvey,,Action|Comedy|Crime,Zoe Ventoura,Drive Hard ,12000000.0,4.3
David S. Ward,Tom Berenger,49797148.0,Comedy|Sport,Corbin Bernsen,Major League ,11000000.0,7.2
Oliver Parker,Rupert Everett,,Comedy,Lily Cole,St. Trinian's ,13500000.0,5.8
Joel Schumacher,John Enos III,46563158.0,Crime|Thriller,Radha Mitchell,Phone Booth ,13000000.0,7.1
Adam Shankman,Peter Coyote,41227069.0,Drama|Romance,Lauren German,A Walk to Remember ,11000000.0,7.4
Tim Robbins,Celia Weston,39025000.0,Crime|Drama,Lois Smith,Dead Man Walking ,11000000.0,7.6
Roger Kumble,Sean Patrick Thomas,38201895.0,Drama|Romance,Sarah Michelle Gellar,Cruel Intentions ,10500000.0,6.9
Kevin Greutert,Shawnee Smith,27669413.0,Horror|Mystery,Costas Mandylor,Saw VI ,11000000.0,6.0
Mel Brooks,Sid Caesar,,Comedy,Madeline Kahn,History of the World: Part I ,11000000.0,6.9
Gina Prince-Bythewood,Alicia Keys,37766350.0,Drama,Nate Parker,The Secret Life of Bees ,11000000.0,7.3
Rob Pritts,Vinessa Shaw,23978402.0,Comedy|Crime,Vincent Pastore,Corky Romano ,11000000.0,4.6
Brian De Palma,Gabrielle Carteris,21370057.0,Crime|Drama|Thriller,Steven Bauer,Raising Cain ,12000000.0,6.0
Norman Jewison,Peter Boyle,,Drama,Sylvester Stallone,F.I.S.T. ,11000000.0,6.4
Tobe Hooper,Bud Cort,4884663.0,Horror|Sci-Fi,Louise Fletcher,Invaders from Mars ,12000000.0,5.5
John Crowley,Fiona Glascott,38317535.0,Drama|Romance,Julie Walters,Brooklyn ,11000000.0,7.5
Stanley Kubrick,Steven Berkoff,,Adventure|Drama|History|War,Ryan O'Neal,Barry Lyndon ,11000000.0,8.1
Brendan Malloy,Jason London,13903262.0,Comedy|Sport,Lee Majors,Out Cold ,11000000.0,6.3
Reginald Hudlin,John Witherspoon,13592872.0,Comedy,Will Ferrell,The Ladies Man ,11000000.0,5.1
Dustin Hoffman,Sheridan Smith,18381787.0,Comedy|Drama,Luke Newberry,Quartet ,11000000.0,6.8
Gregory Poirier,Jake Busey,13558739.0,Comedy,Shannon Elizabeth,Tomcats ,11000000.0,5.3
Bill Paxton,Powers Boothe,13103828.0,Crime|Drama|Thriller,Matthew McConaughey,Frailty ,11000000.0,7.3
Simon Curtis,Frances Fisher,33305037.0,Biography|Drama|History,Ryan Reynolds,Woman in Gold ,11000000.0,7.3
