name,genre,score,director,actor_2_name,gross,actor_1_name,budget
Cars,Animation,7.1,John Lasseter,Cheech Marin,244052771.0,John Ratzenberger,120000000.0
300,Action,7.6,Zack Snyder,Michael Fassbender,210592590.0,Gerard Butler,65000000.0
The Devil Wears Prada,Comedy,6.9,David Frankel,Anne Hathaway,124732962.0,Meryl Streep,35000000.0
Casino Royale,Action,8.0,Martin Campbell,Tobias Menzies,167007184.0,Eva Green,150000000.0
Pan's Labyrinth,Drama,8.2,Guillermo del Toro,Maribel Verdú,37623143.0,Ivana Baquero,13500000.0
Pirates of the Caribbean: Dead Man's Chest,Action,7.3,Gore Verbinski,Orlando Bloom,423032628.0,Johnny Depp,225000000.0
Apocalypto,Action,7.8,Mel Gibson,Dalia Hernández,50859889.0,Rudy Youngblood,40000000.0
She's the Man,Comedy,6.3,Andy Fickman,Alexandra Breckenridge,33687630.0,Channing Tatum,20000000.0
Little Children,Drama,7.5,Todd Field,Noah Emmerich,5459824.0,Kate Winslet,26000000.0
Children of Men,Adventure,7.9,Alfonso Cuarón,Danny Huston,35286428.0,Charlie Hunnam,76000000.0
The Da Vinci Code,Mystery,6.6,Ron Howard,Seth Gabel,217536138.0,Tom Hanks,125000000.0
The Pursuit of Happyness,Biography,8.0,Gabriele Muccino,Kurt Fuller,162586036.0,Will Smith,55000000.0
Little Miss Sunshine,Comedy,7.8,Jonathan Dayton,Steven Christopher Parker,59889948.0,Steve Carell,8000000.0
The Last King of Scotland,Biography,7.7,Kevin Macdonald,Simon McBurney,17605861.0,David Oyelowo,6000000.0
Blood Diamond,Adventure,8.0,Edward Zwick,Djimon Hounsou,57366262.0,Leonardo DiCaprio,100000000.0
The Lives of Others,Drama,8.4,Florian Henckel von Donnersmarck,Ulrich Mühe,11284657.0,Sebastian Koch,2000000.0
Night at the Museum,Adventure,6.4,Shawn Levy,Rami Malek,250863268.0,Robin Williams,110000000.0
Mission: Impossible III,Action,6.9,J.J. Abrams,Tom Cruise,133382309.0,Philip Seymour Hoffman,150000000.0
Marie Antoinette,Biography,6.5,Sofia Coppola,Shirley Henderson,15962471.0,Kirsten Dunst,40000000.0
Inside Man,Crime,7.6,Spike Lee,James Ransone,88504640.0,Denzel Washington,45000000.0
Superman Returns,Action,6.0,Bryan Singer,Marlon Brando,200069408.0,Kevin Spacey,209000000.0
Slither,Comedy,6.5,James Gunn,Gregg Henry,7774730.0,Dustin Milligan,15500000.0
Nacho Libre,Comedy,5.8,Jared Hess,Moises Arias,80197993.0,Ana de la Reguera,32000000.0
The Covenant,Action,5.3,Renny Harlin,Kyle Schmid,23292105.0,Laura Ramsey,20000000.0
The Hills Have Eyes,Horror,6.4,Alexandre Aja,Greg Nicotero,41777564.0,Dan Byrd,15000000.0
The Fountain,Drama,7.2,Darren Aronofsky,Ellen Burstyn,10139254.0,Hugh Jackman,35000000.0
Underworld: Evolution,Action,6.7,Len Wiseman,Tony Curran,62318875.0,Sophia Myles,50000000.0
Click,Comedy,6.4,Frank Coraci,Cameron Monaghan,137340146.0,Adam Sandler,70000000.0
The Holiday,Comedy,6.9,Nancy Meyers,Rufus Sewell,63224849.0,Kate Winslet,85000000.0
Silent Hill,Horror,6.5,Christophe Gans,Deborah Kara Unger,46982632.0,Radha Mitchell,50000000.0
Basic Instinct 2,Drama,4.3,Michael Caton-Jones,Indira Varma,5851188.0,Charlotte Rampling,70000000.0
The Black Dahlia,Crime,5.6,Brian De Palma,Mia Kirshner,22518325.0,Scarlett Johansson,50000000.0
Perfume: The Story of a Murderer,Crime,7.5,Tom Tykwer,David Calder,2208939.0,Michael Smiley,50000000.0
Lucky Number Slevin,Crime,7.7,Paul McGuigan,Morgan Freeman,22494487.0,Bruce Willis,27000000.0
Smokin' Aces,Action,6.7,Joe Carnahan,Common,35635046.0,Ryan Reynolds,17000000.0
This Is England,Crime,7.7,Shane Meadows,Joseph Gilgun,327919.0,Stephen Graham,1500000.0
Black Book,Drama,7.7,Paul Verhoeven,Sebastian Koch,4398392.0,Michiel Huisman,21000000.0
Step Up,Crime,6.5,Anne Fletcher,Alyson Stoner,65269010.0,Channing Tatum,12000000.0
Step Up,Drama,6.2,Jon M. Chu,Alyson Stoner,65269010.0,Channing Tatum,12000000.0
The Host,Action,7.1,Bong Joon Ho,Chandler Canterbury,26616999.0,J.D. Evermore,40000000.0
The Host,Action,7.1,Bong Joon Ho,Kang-ho Song,2201412.0,Doona Bae,12215500000.0
The Host,Action,5.9,Andrew Niccol,Chandler Canterbury,26616999.0,J.D. Evermore,40000000.0
The Host,Action,5.9,Andrew Niccol,Kang-ho Song,2201412.0,Doona Bae,12215500000.0
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy,7.3,Larry Charles,Ken Davitian,128505958.0,Luenell,18000000.0
Snakes on a Plane,Action,5.4,David R. Ellis,Kenan Thompson,34014398.0,Lin Shaye,33000000.0
Lady in the Water,Drama,5.5,M. Night Shyamalan,Freddy Rodríguez,42272747.0,Bryce Dallas Howard,70000000.0
Crank,Action,6.9,Mark Neveldine,Edi Gathegi,27829874.0,Jason Statham,12000000.0
The Illusionist,Drama,7.6,Neil Burger,Eddie Marsan,39825798.0,Rufus Sewell,16000000.0
Over the Hedge,Animation,6.7,Tim Johnson,Steve Carell,155019340.0,Bruce Willis,80000000.0
Final Destination 3,Horror,5.8,James Wong,Gina Holden,54098051.0,Chelan Simmons,25000000.0
Stranger Than Fiction,Comedy,7.5,Marc Forster,Christian Stolte,40137776.0,Will Ferrell,38000000.0
Aquamarine,Comedy,5.4,Elizabeth Allen Rosenbaum,Joanna 'JoJo' Levesque,18595716.0,Tammin Sursok,12000000.0
Scary Movie 4,Comedy,5.1,David Zucker,Carmen Electra,90703745.0,Beau Mirchoff,45000000.0
Rocky Balboa,Action,7.1,Sylvester Stallone,Burt Young,70269171.0,Sylvester Stallone,24000000.0
Eragon,Action,5.1,Stefen Fangmeier,Ed Speleers,75030163.0,Djimon Hounsou,100000000.0
Dreamgirls,Drama,6.5,Bill Condon,Jennifer Hudson,103338338.0,Loretta Devine,70000000.0
The Queen,Biography,7.3,Stephen Frears,Sylvia Syms,56437947.0,Roger Allam,9800000.0
Babel,Drama,7.4,Alejandro G. Iñárritu,Harriet Walter,34300771.0,Brad Pitt,25000000.0
A Good Year,Comedy,7.0,Ridley Scott,Albert Finney,7458269.0,Archie Panjabi,35000000.0
Saw III,Crime,6.2,Darren Lynn Bousman,Shawnee Smith,80150343.0,Costas Mandylor,10000000.0
Happy Feet,Animation,6.4,George Miller,Hugh Jackman,197992827.0,Robin Williams,100000000.0
Black Snake Moan,Drama,6.9,Craig Brewer,Michael Raymond-James,9396487.0,Justin Timberlake,15000000.0
Monster House,Animation,6.6,Gil Kenan,Jon Heder,73661010.0,Steve Buscemi,75000000.0
Scoop,Comedy,6.6,Woody Allen,Kevin McNally,10515579.0,Scarlett Johansson,4000000.0
World Trade Center,Drama,5.9,Oliver Stone,Jay Hernandez,70236496.0,Nicolas Cage,63000000.0
Employee of the Month,Comedy,5.5,Greg Coolidge,Danny Woodburn,28435406.0,Dane Cook,12000000.0
The Benchwarmers,Comedy,5.5,Dennis Dugan,Jon Heder,57651794.0,Jon Lovitz,33000000.0
Poseidon,Action,5.7,Wolfgang Petersen,Mike Vogel,60655503.0,Jimmy Bennett,160000000.0
Flushed Away,Animation,6.6,David Bowers,Kate Winslet,64459316.0,Hugh Jackman,149000000.0
Rescue Dawn,Action,7.3,Werner Herzog,Toby Huss,5484375.0,Christian Bale,10000000.0
When a Stranger Calls,Horror,5.1,Simon West,Tessa Thompson,47860214.0,Madeline Carroll,15000000.0
A Scanner Darkly,Animation,7.1,Richard Linklater,Keanu Reeves,5480996.0,Robert Downey Jr.,8700000.0
DOA: Dead or Alive,Action,4.8,Corey Yuen,Holly Valance,480314.0,Steve Howey,21000000.0
Shortbus,Comedy,6.4,John Cameron Mitchell,Peter Stickles,1984378.0,Sook-Yin Lee,2000000.0
The Break-Up,Comedy,5.8,Peyton Reed,John Michael Higgins,118683135.0,Jon Favreau,52000000.0
United 93,Action,7.6,Paul Greengrass,David Alan Basche,31471430.0,Christian Clemenson,15000000.0
The Pink Panther,Adventure,5.7,Shawn Levy,Henry Czerny,82226474.0,Roger Rees,65000000.0
Letters from Iwo Jima,Action,7.9,Clint Eastwood,Kazunari Ninomiya,13753931.0,Yuki Matsuzaki,19000000.0
Southland Tales,Comedy,5.4,Richard Kelly,Curtis Armstrong,273420.0,Janeane Garofalo,17000000.0
Flags of Our Fathers,Action,7.1,Clint Eastwood,Chris Bauer,33574332.0,Paul Walker,90000000.0
Failure to Launch,Comedy,5.6,Tom Dey,Matthew McConaughey,88658172.0,Bradley Cooper,50000000.0
Clerks II,Comedy,7.3,Kevin Smith,Jason Mewes,24138847.0,Ethan Suplee,5000000.0
16 Blocks,Action,6.6,Richard Donner,David Zayas,36883539.0,Bruce Willis,52000000.0
My Super Ex-Girlfriend,Comedy,5.1,Ivan Reitman,Eddie Izzard,22526144.0,Rainn Wilson,30000000.0
The Lake House,Drama,6.8,Alejandro Agresti,Dylan Walsh,52320979.0,Keanu Reeves,40000000.0
Open Season,Animation,6.1,Roger Allers,Debra Messing,84303558.0,Jon Favreau,85000000.0
Beerfest,Comedy,6.3,Jay Chandrasekhar,Owain Yeoman,19179969.0,Chris Moss,17500000.0
Stay Alive,Fantasy,5.1,William Brent Bell,Frankie Muniz,23078294.0,Adam Goldberg,9000000.0
Notes on a Scandal,Crime,7.4,Richard Eyre,Andrew Simpson,17508670.0,Phil Davis,15000000.0
"Paris, je t'aime",Comedy,7.2,Directors,Miranda Richardson,4857376.0,Steve Buscemi,13000000.0
Firewall,Action,5.8,Richard Loncraine,Harrison Ford,48745150.0,Jimmy Bennett,50000000.0
We Are Marshall,Drama,7.1,McG,Kimberly Williams-Paisley,43532294.0,Matthew McConaughey,65000000.0
Just My Luck,Comedy,5.4,Donald Petrie,Carlos Ponce,17324744.0,Samaire Armstrong,28000000.0
Madea's Family Reunion,Comedy,5.3,Tyler Perry,Cicely Tyson,63231524.0,Boris Kodjoe,6000000.0
The Marine,Action,4.7,John Bonito,Firass Dirani,18843314.0,Kelly Carlson,20000000.0
The Painted Veil,Drama,7.5,John Curran,Sally Hawkins,8047690.0,Toby Jones,19400000.0
Ultraviolet,Action,4.4,Kurt Wimmer,Cameron Bright,18500966.0,Milla Jovovich,30000000.0
Factory Girl,Biography,6.4,George Hickenlooper,Jimmy Fallon,1654367.0,Hayden Christensen,7000000.0
Barnyard,Animation,5.6,Steve Oedekerk,Wanda Sykes,72601713.0,Rob Paulsen,51000000.0
Arthur and the Invisibles,Animation,6.0,Luc Besson,Adam LeFevre,15131330.0,Mia Farrow,86000000.0
Zoom,Action,4.4,Peter Hewitt,Rip Torn,11631245.0,Kevin Zegers,35000000.0
Eight Below,Adventure,7.3,Frank Marshall,Bruce Greenwood,81593527.0,Paul Walker,40000000.0
Curse of the Golden Flower,Action,7.0,Yimou Zhang,Ye Liu,6565495.0,Li Gong,45000000.0
Date Movie,Comedy,2.8,Aaron Seltzer,Carmen Electra,48546578.0,Alyson Hannigan,20000000.0
Flyboys,Action,6.5,Tony Bill,Tyler Labine,13082288.0,James Franco,60000000.0
Find Me Guilty,Biography,7.0,Sidney Lumet,Vin Diesel,1172769.0,Peter Dinklage,13000000.0
"You, Me and Dupree",Comedy,5.6,Anthony Russo,Billy Gardell,75604320.0,Todd Stashwick,54000000.0
Curious George,Animation,6.5,Matthew O'Callaghan,Frank Welker,58336565.0,Will Ferrell,50000000.0
Flicka,Adventure,6.1,Michael Mayer,Danny Pino,20998709.0,Alison Lohman,15000000.0
Black Christmas,Horror,4.6,Glen Morgan,Crystal Lowe,16235293.0,Oliver Hudson,9000000.0
Wristcutters: A Love Story,Comedy,7.3,Goran Dukic,Patrick Fugit,104077.0,Leslie Bibb,1000000.0
Last Holiday,Comedy,6.5,Wayne Wang,Alicia Witt,38360195.0,LL Cool J,45000000.0
Friends with Money,Comedy,5.8,Nicole Holofcener,Marin Hinkle,13367101.0,Greg Germann,6500000.0
All the King's Men,Drama,6.2,Steven Zaillian,Anthony Hopkins,7221458.0,Kate Winslet,55000000.0
Bobby,Biography,7.0,Emilio Estevez,Nick Cannon,11204499.0,Anthony Hopkins,14000000.0
Half Nelson,Drama,7.2,Ryan Fleck,Tristan Mack Wilds,2694973.0,Ryan Gosling,700000.0
Infamous,Biography,7.1,Douglas McGrath,Isabella Rossellini,1150403.0,Toby Jones,13000000.0
Take the Lead,Drama,6.6,Liz Friedlander,Yaya DaCosta,34703228.0,Alfre Woodard,30000000.0
Gridiron Gang,Biography,6.9,Phil Joanou,Jurnee Smollett-Bell,38432823.0,Dwayne Johnson,30000000.0
The Ant Bully,Animation,5.8,John A. Davis,Meryl Streep,28133159.0,Nicolas Cage,50000000.0
Peaceful Warrior,Drama,7.3,Victor Salva,Tim DeKay,1055654.0,Scott Mechlowicz,10000000.0
Miss Potter,Biography,7.0,Chris Noonan,Bill Paterson,2975649.0,Emily Watson,30000000.0
Big Momma's House 2,Comedy,4.8,John Whitesell,Nia Long,70163652.0,Chloë Grace Moretz,40000000.0
The Astronaut Farmer,Adventure,6.3,Michael Polish,Virginia Madsen,10996440.0,J.K. Simmons,13000000.0
Severance,Comedy,6.5,Christopher Smith,Toby Stephens,136432.0,Danny Dyer,5000000.0
Kabhi Alvida Naa Kehna,Drama,6.1,Karan Johar,John Abraham,3275443.0,Shah Rukh Khan,700000000.0
Old Joy,Drama,6.8,Kelly Reichardt,Lucy,255352.0,Daniel London,300000.0
The Grudge 2,Horror,5.1,Takashi Shimizu,Sarah Roemer,39143839.0,Sarah Michelle Gellar,20000000.0
For Your Consideration,Comedy,6.3,Christopher Guest,Catherine O'Hara,5542025.0,John Michael Higgins,12000000.0
The Sentinel,Action,6.1,Clark Johnson,David Rasche,36279230.0,Blair Brown,60000000.0
Hoot,Adventure,5.5,Wil Shriner,Neil Flynn,8080116.0,Logan Lerman,15000000.0
There Will Be Blood,Drama,8.2,Paul Thomas Anderson,Paul F. Tompkins,40218903.0,Jim Meskimen,25000000.0
No Country for Old Men,Crime,8.1,Ethan Coen,Stephen Root,74273505.0,Kelly Macdonald,25000000.0
Stardust,Adventure,7.6,Matthew Vaughn,David Kelly,38345403.0,Henry Cavill,70000000.0
Disturbia,Crime,6.8,D.J. Caruso,Aaron Yoo,80050171.0,Sarah Roemer,20000000.0
Zodiac,Crime,7.7,David Fincher,Jake Gyllenhaal,33048353.0,Robert Downey Jr.,65000000.0
Superbad,Comedy,7.6,Greg Mottola,Joe Lo Truglio,121463226.0,Emma Stone,20000000.0
Transformers,Action,7.0,Michael Bay,Michael O'Neill,318759914.0,Zack Ward,150000000.0
Harry Potter and the Order of the Phoenix,Action,7.5,David Yates,Daniel Radcliffe,292000866.0,Robert Pattinson,150000000.0
Into the Wild,Adventure,8.1,Sean Penn,William Hurt,18352454.0,Kristen Stewart,15000000.0
Ratatouille,Animation,8.0,Brad Bird,John Ratzenberger,206435493.0,Janeane Garofalo,150000000.0
Atonement,Drama,7.8,Joe Wright,Alfie Allen,50921738.0,Benedict Cumberbatch,30000000.0
Shooter,Action,7.2,Antoine Fuqua,Ned Beatty,46975183.0,Tate Donovan,61000000.0
American Gangster,Biography,7.8,Ridley Scott,Ruby Dee,130127620.0,Denzel Washington,100000000.0
Spider-Man 3,Action,6.2,Sam Raimi,James Franco,336530303.0,J.K. Simmons,258000000.0
Live Free or Die Hard,Action,7.1,Len Wiseman,Jonathan Sadowski,134520804.0,Bruce Willis,110000000.0
Hot Fuzz,Action,7.8,Edgar Wright,Joe Cornish,23618786.0,Bill Bailey,8000000.0
I Am Legend,Action,7.2,Francis Lawrence,Alice Braga,256386216.0,Will Smith,150000000.0
Juno,Comedy,7.4,Jason Reitman,Jennifer Garner,143492840.0,J.K. Simmons,7500000.0
28 Weeks Later,Horror,7.0,Juan Carlos Fresnadillo,Harold Perrineau,28637507.0,Jeremy Renner,15000000.0
Hitman,Action,6.3,Xavier Gens,Dougray Scott,39687528.0,Henry Ian Cusick,24000000.0
Enchanted,Comedy,7.0,Kevin Lima,Teala Dunn,127706877.0,Jeff Bennett,85000000.0
The Mist,Horror,7.1,Frank Darabont,Alexa Davalos,25592632.0,Toby Jones,18000000.0
Knocked Up,Comedy,6.9,Judd Apatow,Martin Starr,148734225.0,Harold Ramis,30000000.0
Grindhouse,Action,7.5,Directors,Rosario Dawson,25031037.0,Quentin Tarantino,53000000.0
Ghost Rider,Action,5.3,Mark Steven Johnson,Matt Long,115802596.0,Nicolas Cage,110000000.0
Bridge to Terabithia,Drama,7.1,Gabor Csupo,Zooey Deschanel,82234139.0,Josh Hutcherson,17000000.0
Funny Games,Crime,6.6,Michael Haneke,Siobhan Fallon Hogan,1294640.0,Naomi Watts,15000000.0
Halloween,Horror,6.1,Rob Zombie,Donald Pleasence,47000000.0,Jamie Lee Curtis,300000.0
Halloween,Crime,6.5,David Gordon Green,Donald Pleasence,47000000.0,Jamie Lee Curtis,300000.0
Eastern Promises,Action,7.6,David Cronenberg,Naomi Watts,17114882.0,Viggo Mortensen,25000000.0
The Bourne Ultimatum,Action,8.0,Paul Greengrass,Edgar Ramírez,227137090.0,Matt Damon,110000000.0
Beowulf,Animation,6.2,Robert Zemeckis,Anthony Hopkins,82161969.0,Robin Wright,150000000.0
3:10 to Yuma,Action,7.7,James Mangold,Logan Lerman,53574088.0,Christian Bale,55000000.0
Across the Universe,Drama,7.3,Julie Taymor,T.V. Carpio,24343673.0,Jim Sturgess,45000000.0
Ocean's Thirteen,Crime,6.9,Steven Soderbergh,Matt Damon,117144465.0,Al Pacino,85000000.0
Blades of Glory,Comedy,6.3,Josh Gordon,Amy Poehler,118153533.0,Will Ferrell,61000000.0
Surf's Up,Animation,6.7,Ash Brannon,Zooey Deschanel,58867694.0,Jeff Bridges,100000000.0
Resident Evil: Extinction,Action,6.2,Russell Mulcahy,Mike Epps,50648679.0,Milla Jovovich,45000000.0
30 Days of Night,Action,6.6,David Slade,Mark Rendall,39568996.0,Danny Huston,32000000.0
Awake,Crime,6.5,Joby Harold,Fisher Stevens,14373825.0,Hayden Christensen,8600000.0
Bee Movie,Animation,6.1,Simon J. Smith,Oprah Winfrey,126597121.0,Matthew Broderick,150000000.0
Aliens vs. Predator: Requiem,Action,4.6,Colin Strause,Johnny Lewis,41797066.0,Sam Trammell,40000000.0
Shrek the Third,Animation,6.1,Chris Miller,Eric Idle,320706665.0,Justin Timberlake,160000000.0
1408,Fantasy,6.8,Mikael Håfström,Kim Thomson,71975611.0,Drew Powell,25000000.0
The Kingdom,Action,7.0,Peter Berg,Frances Fisher,47456450.0,Jennifer Garner,70000000.0
The Assassination of Jesse James by the Coward Robert Ford,Biography,7.5,Andrew Dominik,Jeremy Renner,3904982.0,Brad Pitt,30000000.0
Good Luck Chuck,Comedy,5.6,Mark Helfrich,Dan Fogler,35000629.0,Dane Cook,25000000.0
Hostel: Part II,Horror,5.5,Eli Roth,Lauren German,17544812.0,Jay Hernandez,10000000.0
Fantastic 4: Rise of the Silver Surfer,Action,5.6,Tim Story,Ioan Gruffudd,131920333.0,Chris Evans,130000000.0
The Golden Compass,Adventure,6.1,Chris Weitz,Eva Green,70083519.0,Christopher Lee,180000000.0
Rush Hour 3,Action,6.2,Brett Ratner,Dana Ivey,140080850.0,Tzi Ma,140000000.0
Timecrimes,Horror,7.2,Nacho Vigalondo,Nacho Vigalondo,38108.0,Karra Elejalde,2600000.0
Epic Movie,Adventure,2.4,Jason Friedberg,Carmen Electra,39737645.0,David Carradine,20000000.0
Michael Clayton,Crime,7.2,Tony Gilroy,Denis O'Hare,49024969.0,Tom Wilkinson,25000000.0
The Bucket List,Adventure,7.4,Rob Reiner,Noel Gugliemi,93452056.0,Morgan Freeman,45000000.0
Charlie Wilson's War,Biography,7.0,Mike Nichols,Tom Hanks,66636385.0,Philip Seymour Hoffman,75000000.0
Paranormal Activity,Horror,6.3,Oren Peli,Ashley Palmer,107917283.0,Micah Sloat,15000.0
Freedom Writers,Biography,7.6,Richard LaGravenese,Scott Glenn,36581633.0,Hunter Parrish,21000000.0
Alvin and the Chipmunks,Animation,5.2,Tim Hill,Beth Riesgraf,217326336.0,Jesse McCartney,60000000.0
P.S. I Love You,Comedy,7.0,Richard LaGravenese,Harry Connick Jr.,53680848.0,Gerard Butler,30000000.0
Lars and the Real Girl,Comedy,7.3,Craig Gillespie,Kelli Garner,5949693.0,Ryan Gosling,12000000.0
The Orphanage,Drama,7.4,J.A. Bayona,Belén Rueda,7159147.0,Geraldine Chaplin,3400000.0
The Game Plan,Comedy,6.1,Andy Fickman,Kyra Sedgwick,90636983.0,Dwayne Johnson,22000000.0
Hannibal Rising,Action,6.2,Peter Webber,Stephen Walters,27667947.0,Li Gong,50000000.0
Saw IV,Crime,5.9,Darren Lynn Bousman,Shawnee Smith,63270259.0,Costas Mandylor,10000000.0
Premonition,Drama,5.9,Mennan Yapo,Amber Valletta,47852604.0,Nia Long,20000000.0
The Simpsons Movie,Animation,7.3,David Silverman,Yeardley Smith,183132370.0,Albert Brooks,75000000.0
Death at a Funeral,Comedy,7.4,Frank Oz,Ewen Bremner,8579684.0,Peter Dinklage,9000000.0
Death at a Funeral,Comedy,5.7,Neil LaBute,Ewen Bremner,8579684.0,Peter Dinklage,9000000.0
Mr. Bean's Holiday,Comedy,6.4,Steve Bendelack,Emma de Caunes,32553210.0,Lily Atkinson,25000000.0
The Brothers Solomon,Comedy,5.3,Bob Odenkirk,Lee Majors,900926.0,Jenna Fischer,10000000.0
August Rush,Drama,7.5,Kirsten Sheridan,Aaron Staton,31655091.0,Robin Williams,30000000.0
The Number 23,Crime,6.4,Joel Schumacher,Virginia Madsen,35063732.0,Logan Lerman,32000000.0
Evan Almighty,Comedy,5.4,Tom Shadyac,Morgan Freeman,100289690.0,Jimmy Bennett,175000000.0
Once,Drama,7.8,John Carney,Markéta Irglová,9437933.0,Glen Hansard,180000.0
War,Action,6.2,Philip G. Atwell,Jet Li,22466994.0,Jason Statham,25000000.0
Elizabeth: The Golden Age,Biography,6.8,Shekhar Kapur,Abbie Cornish,16264475.0,Eddie Redmayne,55000000.0
Waitress,Comedy,7.0,Adrienne Shelly,Cheryl Hines,19067631.0,Lew Temple,2000000.0
No Reservations,Comedy,6.3,Scott Hicks,Lily Rabe,43097652.0,Zoë Kravitz,28000000.0
TMNT,Animation,6.2,Kevin Munroe,Sarah Michelle Gellar,54132596.0,Chris Evans,34000000.0
Sydney White,Comedy,6.2,Joe Nussbaum,Matt Long,11702090.0,Danny Strong,16500000.0
The Kite Runner,Drama,7.6,Marc Forster,Shaun Toub,15797907.0,Mustafa Haidari,20000000.0
Reign Over Me,Drama,7.4,Mike Binder,Don Cheadle,19661987.0,Adam Sandler,20000000.0
Becoming Jane,Biography,7.0,Julian Jarrold,Julie Walters,18663911.0,Anne Hathaway,16500000.0
In the Name of the King: A Dungeon Siege Tale,Action,3.8,Uwe Boll,Mike Dopud,4535117.0,Jason Statham,60000000.0
We Own the Night,Action,6.8,James Gray,Oleg Taktarov,28563179.0,Robert Duvall,21000000.0
Savage Grace,Drama,5.8,Tom Kalin,Elena Anaya,434417.0,Eddie Redmayne,4600000.0
Death Sentence,Action,6.7,James Wan,Kelly Preston,9525276.0,Aisha Tyler,20000000.0
Elite Squad,Action,8.0,José Padilha,Fernanda Machado,8060.0,Wagner Moura,4000000.0
My Blueberry Nights,Drama,6.6,Kar-Wai Wong,Norah Jones,866778.0,Natalie Portman,10000000.0
Love in the Time of Cholera,Drama,6.4,Mike Newell,Giovanna Mezzogiorno,4584886.0,Marcela Mar,45000000.0
The Reaping,Horror,5.6,Stephen Hopkins,Andrea Frankle,25117498.0,Stephen Rea,40000000.0
The Invasion,Sci-Fi,5.9,Oliver Hirschbiegel,Veronica Cartwright,15071514.0,Roger Rees,80000000.0
Redacted,Crime,6.1,Brian De Palma,Daniel Stewart Sherman,65087.0,Mike Figueroa,5000000.0
Who's Your Caddy?,Comedy,2.2,Don Michael Paul,Faizon Love,5694308.0,Jeffrey Jones,7000000.0
Persepolis,Animation,8.0,Vincent Paronnaud,Gena Rowlands,4443403.0,Catherine Deneuve,7300000.0
The Great Debaters,Biography,7.5,Denzel Washington,Jurnee Smollett-Bell,30226144.0,Denzel Washington,15000000.0
Georgia Rule,Comedy,5.8,Garry Marshall,Zachary Gordon,18882880.0,Hector Elizondo,20000000.0
Hotel for Dogs,Comedy,5.4,Thor Freudenthal,Kevin Dillon,73023275.0,Don Cheadle,35000000.0
"4 Months, 3 Weeks and 2 Days",Drama,7.9,Cristian Mungiu,Vlad Ivanov,1185783.0,Anamaria Marinca,590000.0
Lions for Lambs,Crime,6.2,Robert Redford,Tom Cruise,14998070.0,Meryl Streep,35000000.0
Charlie Bartlett,Comedy,7.0,Jon Poll,Megan Park,3950294.0,Robert Downey Jr.,12000000.0
The Last Legion,Action,5.4,Doug Lefler,Nonso Anozie,5932060.0,Colin Firth,35000000.0
Diary of the Dead,Fantasy,5.6,George A. Romero,Shawn Roberts,952620.0,Megan Park,2000000.0
Mongol: The Rise of Genghis Khan,Action,7.2,Sergei Bodrov,Khulan Chuluun,5701643.0,Tadanobu Asano,20000000.0
